geometry_y,normalised,color,pop_normalised,eco_normalised
"POLYGON ((23.875359423481587 54.87217495659085, 23.87534556165125 54.87666735125916, 23.883136445407256 54.87667509558765, 23.883149440880228 54.87218269963682, 23.875359423481587 54.87217495659085))",4.836116766418805,#00ff00,0.4499928143535871,9.222240718484024
"POLYGON ((23.929858410388633 54.89018825493626, 23.929850604421357 54.894680643467375, 23.93764497624771 54.89468489318006, 23.93765191488735 54.890192503945, 23.929858410388633 54.89018825493626))",1.1340080733121154,#00ff00,1.326982970682078,0.9410331759421529
"POLYGON ((23.937596351769887 54.926131524213424, 23.937589397692822 54.93062388670446, 23.945390718752847 54.93062764142563, 23.945396803571874 54.926135278312344, 23.937596351769887 54.926131524213424))",3.8541621192721807,#00ff00,5.5676768858788535,2.140647352665508
"POLYGON ((23.875192827202454 54.926083471803224, 23.875178919095113 54.93057582632971, 23.88298021792614 54.93058358607068, 23.882993256783852 54.92609123025825, 23.875192827202454 54.926083471803224))",1.3089466740832507,#00ff00,1.2124933941378884,1.405399954028613
"POLYGON ((23.929912991523874 54.85874144157499, 23.9299052007098 54.8632338535183, 23.9376935062963 54.863238098306645, 23.93770043146642 54.85874568566049, 23.929912991523874 54.85874144157499))",0.5735828229519633,#6c9200,0.5931047850338238,0.5540608608701028
"POLYGON ((23.852186570218535 54.81823978512496, 23.852170164030518 54.822732215630104, 23.85995065513535 54.82274144050369, 23.85996619784981 54.81824900847186, 23.852186570218535 54.81823978512496))",0.4206252394183883,#936b00,0.44197854399549386,0.39927193484128276
"POLYGON ((23.984425103063327 54.85876066479223, 23.984423371768983 54.86325307991905, 23.992211685764357 54.86325382899994, 23.992212551411576 54.85876141374908, 23.984425103063327 54.85876066479223))",0.43207419707280725,#906e00,0.46487645930433175,0.39927193484128276
"POLYGON ((23.99220908738081 54.87673105468663, 23.992208220772028 54.881223456560896, 24.000000000000004 54.881223706419995, 24.000000000000004 54.87673130450436, 23.99220908738081 54.87673105468663))",0.41375586482573695,#956900,0.42823979481019114,0.39927193484128276
"POLYGON ((23.898729486256645 54.87219668708152, 23.89871822350238 54.87668908534919, 23.906509117360507 54.87669533078129, 23.906519513753594 54.872202931479336, 23.898729486256645 54.87219668708152))",2.432767892357794,#00ff00,0.7900268566898296,4.075508928025759
"POLYGON ((23.968801644231327 54.92165116950813, 23.96879816815599 54.926143537332216, 23.976598625271656 54.92614528924591, 23.976601232328477 54.921652921131525, 23.968801644231327 54.92165116950813))",2.669082230016393,#00ff00,3.739278348468148,1.598886111564638
"POLYGON ((23.80488044703924 54.94845278399648, 23.80485868553713 54.9529451064815, 23.812664290668824 54.95295738199854, 23.8126851817288 54.948465057478664, 23.80488044703924 54.94845278399648))",0.5262988732039441,#788600,0.5759313485521954,0.47666639785569276
"POLYGON ((23.8755116500353 54.82275839433541, 23.87549783044173 54.82725082582453, 23.883279197475545 54.82725855606091, 23.88329215335152 54.82276612329239, 23.8755116500353 54.82275839433541))",0.9891787589837158,#02fc00,1.0373243420252787,0.9410331759421529
"POLYGON ((23.93765191488735 54.890192503945, 23.93764497624771 54.89468489318006, 23.945439350001145 54.89468864292722, 23.945445421312424 54.890196253071025, 23.93765191488735 54.890192503945))",0.7889372257021215,#35c900,0.8690246645053203,0.7088497868989228
"POLYGON ((23.945439350001145 54.89468864292722, 23.94543327700363 54.89918102943989, 23.953228520013205 54.8991842797597, 23.95323372544083 54.89469189270861, 23.945439350001145 54.89468864292722))",0.3806684998868317,#9d6100,0.40076229643958566,0.36057470333407776
"POLYGON ((23.8439911499365 54.92604743256381, 23.84397376484618 54.9305397811169, 23.85177504676391 54.930549543356264, 23.851791562610998 54.926057193185386, 23.8439911499365 54.92604743256381))",0.4521098729680404,#8b7300,0.504947811094798,0.39927193484128276
"POLYGON ((23.976601232328477 54.921652921131525, 23.976598625271656 54.92614528924591, 23.984399083111896 54.92614654061292, 23.984400821149926 54.92165417229117, 23.976601232328477 54.921652921131525))",3.0521638624037886,#00ff00,4.35065268721412,1.753675037593458
"POLYGON ((23.882928026238687 54.94855297588605, 23.882914969245817 54.95304531498227, 23.890720621582172 54.95305258011615, 23.89073280811505 54.94856023981563, 23.882928026238687 54.94855297588605))",1.710343571658579,#00ff00,0.8930674755796,2.527619667737558
"POLYGON ((23.85979499067836 54.86766557665225, 23.859779400465577 54.87215797185431, 23.867569409929864 54.87216671399649, 23.867584134028718 54.86767431734674, 23.85979499067836 54.86766557665225))",0.47661051966613144,#857900,0.5152518729837751,0.43796916634848776
"POLYGON ((23.88307141389682 54.89913702515688, 23.88305839675607 54.90362940103507, 23.89085448732642 54.90363665293617, 23.89086663666395 54.899144275856614, 23.88307141389682 54.89913702515688))",0.4723741599692654,#867800,0.429384690575633,0.5153636293628978
"POLYGON ((24.000000000000004 54.89919328064783, 24.000000000000004 54.90368566584707, 24.007796115883014 54.90368541578092, 24.00779524807023 54.8991930306231, 24.000000000000004 54.89919328064783))",0.6264766392682823,#5f9f00,0.5828007231448468,0.6701525553917178
"POLYGON ((24.023383140531624 54.894698642256074, 24.02338574324667 54.899191030425456, 24.031180989870975 54.899189280252656, 24.031177519584677 54.894696892373204, 24.023383140531624 54.894698642256074))",0.41261096906029504,#956900,0.4259500032793073,0.39927193484128276
"POLYGON ((23.961054104191334 54.8677402472675, 23.961049773554056 54.87223265483696, 23.96883981740062 54.8722349028236, 23.96884328191099 54.86774249488188, 23.961054104191334 54.8677402472675))",1.020206170321384,#00ff00,1.3315625537438454,0.7088497868989228
"POLYGON ((23.92979590190008 54.926127269568745, 23.929788078565714 54.93061963135459, 23.937589397692822 54.93062388670446, 23.937596351769887 54.926131524213424, 23.92979590190008 54.926127269568745))",3.9826202829313195,#00ff00,6.095473833747566,1.869766732115073
"POLYGON ((23.875123247992086 54.94854521099845, 23.875109320540595 54.953037548807295, 23.882914969245817 54.95304531498227, 23.882928026238687 54.94855297588605, 23.875123247992086 54.94854521099845))",0.7650090268867514,#3bc300,0.859865498381785,0.6701525553917178
"POLYGON ((23.945493931174525 54.85425701383109, 23.945487873330233 54.85874943044248, 23.953275316875207 54.85875267592072, 23.953280509314354 54.85426025877196, 23.945493931174525 54.85425701383109))",1.437291452307135,#00ff00,2.0883386547009373,0.7862442499133329
"POLYGON ((24.031184461121196 54.90368166478906, 24.031187933335715 54.90817404598262, 24.038984914860944 54.908171795014894, 24.03898057459348 54.90367941419425, 24.031184461121196 54.90368166478906))",0.7305463148409299,#44ba00,0.36527052771088697,1.0958221019709729
"POLYGON ((23.836154228355127 54.93502186176121, 23.836135963873552 54.93951420192249, 23.843938980166644 54.939524468187535, 23.8439563749235 54.935032126324735, 23.836154228355127 54.93502186176121))",0.4389435716654586,#8f6f00,0.47861520848963446,0.39927193484128276
"POLYGON ((23.890903064439257 54.88566712454897, 23.890890925219093 54.8901595116632, 23.898684416473824 54.89016626008048, 23.898695688612154 54.885673871848475, 23.890903064439257 54.88566712454897))",1.105958127058789,#00ff00,1.2708830781754252,0.9410331759421529
"POLYGON ((23.890963710016884 54.86320513879491, 23.890951587633545 54.867697542637416, 23.898740745885245 54.867704285468285, 23.89875200238937 54.86321188050925, 23.890963710016884 54.86320513879491))",0.9145325365358283,#15e900,1.1976097491871438,0.6314553238845128
"POLYGON ((23.953254532703326 54.87672231106813, 23.95324933305381 54.881214711494046, 23.961041108672497 54.88121745994326, 23.961045441714592 54.876725059062146, 23.953254532703326 54.87672231106813))",0.4508503649436888,#8c7200,0.46373156353888983,0.43796916634848776
"POLYGON ((23.867554681743627 54.87665910729955, 23.867539949468462 54.8811514972561, 23.87533169597251 54.881159742581275, 23.87534556165125 54.87666735125916, 23.867554681743627 54.87665910729955))",0.3925752931650619,#9a6400,0.38587865148884104,0.39927193484128276
"POLYGON ((23.86765769326616 54.845212283890845, 23.86764298958111 54.84970469727694, 23.875428674957945 54.84971293304952, 23.875442513728316 54.84522051829998, 23.86765769326616 54.845212283890845))",0.8022175258517854,#32cc00,0.7407963387758282,0.8636387129277427
"POLYGON ((24.031139409950676 54.845280405003635, 24.031142869657753 54.8497728296692, 24.038928585272348 54.84977058354305, 24.03892426063918 54.84527815924935, 24.031139409950676 54.845280405003635))",0.494814239654292,#807e00,0.5129620814528912,0.47666639785569276
"POLYGON ((23.844285958888698 54.84967699515522, 23.844268655669588 54.85416940060652, 23.8520551932372 54.85417913539218, 23.85207163130654 54.84968672832919, 23.844285958888698 54.84967699515522))",0.4451258861164793,#8d7100,0.4522826058844709,0.43796916634848776
"POLYGON ((23.883318054330058 54.81378124771054, 23.883305105635905 54.81827368717566, 23.891084749064174 54.818280916296104, 23.89109683451815 54.81378847563466, 23.883318054330058 54.81378124771054))",0.4908071044752454,#817d00,0.504947811094798,0.47666639785569276
"POLYGON ((23.882954129336476 54.93956828766484, 23.882941079601782 54.94406063344697, 23.890744991260135 54.944067896172484, 23.890757171018706 54.93957554918658, 23.882954129336476 54.93956828766484))",0.6741044257930306,#53ab00,0.7167535277015484,0.6314553238845128
"POLYGON ((24.00779264607741 54.885715855091476, 24.00779351316752 54.890208250278576, 24.01558702609419 54.89020750045292, 24.015585291914057 54.88571510539002, 24.00779264607741 54.885715855091476))",0.4130688046841063,#956900,0.3881684430197248,0.43796916634848776
"POLYGON ((23.797098344049637 54.943947685848926, 23.79707571839921 54.94844000956305, 23.80488044703924 54.94845278399648, 23.804902202491796 54.94396045816491, 23.797098344049637 54.943947685848926))",0.4018490715475067,#986600,0.4431234397609357,0.36057470333407776
"POLYGON ((23.890744991260135 54.944067896172484, 23.89073280811505 54.94856023981563, 23.898537593379224 54.94856700278666, 23.898548906305017 54.944074658022515, 23.890744991260135 54.944067896172484))",0.49767647906789675,#807e00,0.5186865602801007,0.47666639785569276
"POLYGON ((23.96880859348511 54.91266642383353, 23.96880511934091 54.917158798341966, 23.976603838660985 54.91716054967511, 23.976606444269454 54.912668174876494, 23.96880859348511 54.91266642383353))",1.6003244866236952,#00ff00,2.375707491826853,0.8249414814205378
"POLYGON ((24.000000000000004 54.890208500220474, 24.000000000000004 54.894700892105696, 24.00779438049843 54.8947006421224, 24.00779351316752 54.890208250278576, 24.000000000000004 54.890208500220474))",2.8474579717311643,#00ff00,4.40560768395533,1.2893082595069978
"POLYGON ((23.86767239287307 54.84071986715692, 23.86765769326616 54.845212283890845, 23.875442513728316 54.84522051829998, 23.87545634866043 54.84072810020291, 23.86767239287307 54.84071986715692))",0.6143412348840602,#629c00,0.7133188404052226,0.5153636293628978
"POLYGON ((23.922125553742838 54.85873669818628, 23.922116897285623 54.863229109344054, 23.9299052007098 54.8632338535183, 23.929912991523874 54.85874144157499, 23.922125553742838 54.85873669818628))",0.4843955655064053,#837b00,0.4534275016499128,0.5153636293628978
"POLYGON ((23.890720621582172 54.95305258011615, 23.890708431660215 54.95754491707431, 23.898514958089013 54.95755168228813, 23.89852627730762 54.953059344208455, 23.890720621582172 54.95305258011615))",0.966051005745231,#08f600,0.720188214997874,1.211913796492588
"POLYGON ((23.883110443636284 54.885659877451765, 23.88309743733556 54.89015226336543, 23.890890925219093 54.8901595116632, 23.890903064439257 54.88566712454897, 23.883110443636284 54.885659877451765))",0.5062631973087109,#7d8100,0.5358599967617291,0.47666639785569276
"POLYGON ((23.906352824494544 54.9440809189966, 23.906342381789237 54.948573264798725, 23.914147173103036 54.94857902585138, 23.914156745586762 54.94408667909433, 23.906352824494544 54.9440809189966))",0.6246446833612098,#5f9f00,0.5404395798234968,0.7088497868989228
"POLYGON ((23.953165941945624 54.953092663656186, 23.953160717678692 54.957585007260334, 23.960967262512337 54.9575877634633, 23.960971616068957 54.953095419402224, 23.953165941945624 54.953092663656186))",0.4542850522400145,#8b7300,0.4706009381315412,0.43796916634848776
"POLYGON ((23.89871822350238 54.87668908534919, 23.89870695762128 54.88118148027143, 23.906498718081096 54.881187726738055, 23.906509117360507 54.87669533078129, 23.89871822350238 54.87668908534919))",0.508666987686677,#7d8100,0.38587865148884104,0.6314553238845128
"POLYGON ((23.976603838660985 54.91716054967511, 23.976601232328477 54.921652921131525, 23.984400821149926 54.92165417229117, 23.984402558705085 54.91716180062744, 23.976603838660985 54.91716054967511))",2.7934186462375763,#00ff00,4.2201345699537445,1.366702722521408
"POLYGON ((24.000000000000004 54.87673130450436, 24.000000000000004 54.881223706419995, 24.007791779228008 54.881223456560896, 24.007790912619225 54.87673105468663, 24.000000000000004 54.87673130450436))",0.4454691094813809,#8d7100,0.375574589599864,0.5153636293628978
"POLYGON ((23.945390718752847 54.93062764142563, 23.945384632242476 54.93512000119689, 23.95318682449415 54.93512325582848, 23.95319204150423 54.93063089551781, 23.945390718752847 54.93062764142563))",0.7900808946439084,#35c900,0.4843396873168439,1.0958221019709729
"POLYGON ((23.937721195451815 54.84526842764999, 23.937714276043454 54.849760850332345, 23.94549998733831 54.849764593874426, 23.945506041822206 54.84527217057232, 23.937721195451815 54.84526842764999))",0.42749461401103966,#916d00,0.45571729318079657,0.39927193484128276
"POLYGON ((23.859857308284 54.849695962369964, 23.859841735366146 54.85418837096203, 23.86762828181638 54.8541971073154, 23.86764298958111 54.84970469727694, 23.859857308284 54.849695962369964))",0.5483951161122416,#738b00,0.5427293713543805,0.5540608608701028
"POLYGON ((23.91433811836345 54.85873145549468, 23.914328596264006 54.863223865784214, 23.922116897285623 54.863229109344054, 23.922125553742838 54.85873669818628, 23.91433811836345 54.85873145549468))",0.5759872267417568,#6c9200,0.6366108241206159,0.5153636293628978
"POLYGON ((23.820629910816447 54.91703045101761, 23.82060992911583 54.92152280091295, 23.828409457578232 54.92153406128636, 23.828428570524316 54.91704170952516, 23.820629910816447 54.91703045101761))",0.8869398124944856,#1ce200,0.9102409120612285,0.8636387129277427
"POLYGON ((23.875109320540595 54.953037548807295, 23.875095389215883 54.957529883273196, 23.882901908621793 54.95753765073584, 23.882914969245817 54.95304531498227, 23.875109320540595 54.953037548807295))",0.4640166662462706,#887600,0.4900641661440534,0.43796916634848776
"POLYGON ((23.875178919095113 54.93057582632971, 23.87516500712187 54.93506817751228, 23.882967175444133 54.93507593853948, 23.88298021792614 54.93058358607068, 23.875178919095113 54.93057582632971))",1.0979444701125232,#00ff00,1.4483419218189186,0.7475470184061278
"POLYGON ((23.859981736256003 54.813756573090764, 23.85996619784981 54.81824900847186, 23.867745829789346 54.81825773326301, 23.867760504959698 54.813765296438056, 23.859981736256003 54.813756573090764))",0.8947254717465871,#1ae400,1.0419039250870463,0.7475470184061278
"POLYGON ((23.94547575259756 54.86773425363025, 23.945469689707913 54.87222666020701, 23.953259730909682 54.87222990729802, 23.953264927673416 54.86773750018356, 23.94547575259756 54.86773425363025))",1.2798658309115645,#00ff00,0.9995427817656961,1.5601888800574328
"POLYGON ((23.86737762412996 54.93056756596327, 23.867362842666935 54.93505991577663, 23.87516500712187 54.93506817751228, 23.875178919095113 54.93057582632971, 23.86737762412996 54.93056756596327))",0.6413602842190269,#5ba300,0.612568013046336,0.6701525553917178
"POLYGON ((23.984409504100604 54.899192280548974, 23.984407768475126 54.9036846655825, 23.99220388411702 54.90368541578092, 23.992204751929805 54.8991930306231, 23.984409504100604 54.899192280548974))",0.5653393280760506,#6e9000,0.4992233322675885,0.6314553238845128
"POLYGON ((23.929874015822413 54.88120346784173, 23.929866214188714 54.88569586306111, 23.937658851600595 54.885700111366056, 23.93766578638817 54.88120771544305, 23.929874015822413 54.88120346784173))",0.44672861750573245,#8d7100,0.41679083715577214,0.47666639785569276
"POLYGON ((23.883266238006634 54.831750985481435, 23.88325327494342 54.83624341155412, 23.89103637372674 54.83625064546252, 23.891048472591855 54.83175821819245, 23.883266238006634 54.831750985481435))",0.9720053225020874,#07f700,1.002977469062022,0.9410331759421529
"POLYGON ((23.86771646724035 54.827242596866185, 23.867701779858628 54.83173502364477, 23.87548400701569 54.831743253965364, 23.87549783044173 54.82725082582453, 23.86771646724035 54.827242596866185))",0.8730870644621007,#20de00,1.0373243420252787,0.7088497868989228
"POLYGON ((23.92201283214081 54.917137782355034, 23.922004144379624 54.92163015003824, 23.929803723060687 54.9216349044404, 23.929811542048352 54.91714253596939, 23.92201283214081 54.917137782355034))",0.6789132333726176,#51ad00,0.8037656058751323,0.5540608608701028
"POLYGON ((23.820529946762516 54.93949216702818, 23.82050993727597 54.9439845001914, 23.828313813134244 54.943995769900276, 23.82833295265822 54.939503434869124, 23.820529946762516 54.93949216702818))",0.7261977965324642,#45b900,1.0144264267164407,0.43796916634848776
"POLYGON ((23.844216717196513 54.86764659687031, 23.844199394760857 54.87213898892884, 23.851989395329102 54.87214873016489, 23.852005851654184 54.86765633649322, 23.844216717196513 54.86764659687031))",0.40688649023308554,#976700,0.4145010456248884,0.39927193484128276
"POLYGON ((23.968850208047936 54.858757668965076, 23.968846745459974 54.86325008359577, 23.976635058254104 54.86325183145097, 23.97663765519539 54.858759416530866, 23.968850208047936 54.858757668965076))",0.4253194347390656,#926c00,0.4900641661440534,0.36057470333407776
"POLYGON ((23.789411873210305 54.92147275487803, 23.789388409994796 54.92596509313209, 23.797188783783724 54.925978357518396, 23.797211378012225 54.9214860170663, 23.789411873210305 54.92147275487803))",0.4337915407209701,#906e00,0.4683111466006574,0.39927193484128276
"POLYGON ((23.883214364174453 54.849720669687144, 23.883201386720494 54.85421308237045, 23.890987944694178 54.854220321071054, 23.89100005699067 54.8497279071893, 23.883214364174453 54.849720669687144))",0.7710767290788625,#3ac400,0.7946064397515972,0.7475470184061278
"POLYGON ((23.828447678160853 54.912549354417365, 23.828428570524316 54.91704170952516, 23.836227235541767 54.91705246765992, 23.836245474663098 54.91256011076961, 23.828447678160853 54.912549354417365))",0.4918373879817776,#817d00,0.4683111466006574,0.5153636293628978
"POLYGON ((23.961075739360854 54.84527815924935, 23.96107141472769 54.84977058354305, 23.96885713034225 54.8497728296692, 23.968860590049328 54.845280405003635, 23.961075739360854 54.84527815924935))",0.4574905150185208,#8a7400,0.39961740067414375,0.5153636293628978
"POLYGON ((23.922030200423706 54.908153036959284, 23.92202151748853 54.912645411328775, 23.929819358863906 54.9126501641555, 23.92982717350816 54.908157788998544, 23.922030200423706 54.908153036959284))",1.2448331246303321,#00ff00,1.2777524527680764,1.211913796492588
"POLYGON ((23.883006292018653 54.92159887110202, 23.882993256783852 54.92609123025825, 23.89079368998815 54.92609848817024, 23.890805856213476 54.921606127811295, 23.883006292018653 54.92159887110202))",2.784487477808205,#00ff00,3.892694381037362,1.6762805745790479
"POLYGON ((23.906436261730903 54.90814203224071, 23.90642584221672 54.912634404786616, 23.914223678525723 54.912640158205704, 23.914233229750906 54.90814778470656, 23.906436261730903 54.90814203224071))",0.8658738530927204,#22dc00,0.9068062247649028,0.8249414814205378
"POLYGON ((23.867392401485468 54.9260752128057, 23.86737762412996 54.93056756596327, 23.875178919095113 54.93057582632971, 23.875192827202454 54.926083471803224, 23.867392401485468 54.9260752128057))",0.5813684822040647,#6a9400,0.7247677980596416,0.43796916634848776
"POLYGON ((23.95319204150423 54.93063089551781, 23.95318682449415 54.93512325582848, 23.960989018196088 54.93512600974786, 23.960993365705324 54.930633648980795, 23.95319204150423 54.93063089551781))",0.6533810763443393,#58a600,0.4431234397609357,0.8636387129277427
"POLYGON ((23.96880511934091 54.917158798341966, 23.968801644231327 54.92165116950813, 23.976601232328477 54.921652921131525, 23.976603838660985 54.91716054967511, 23.96880511934091 54.917158798341966))",2.250852665677028,#00ff00,3.173699840339853,1.3280054910142027
"POLYGON ((23.94543327700363 54.89918102943989, 23.94542720231924 54.9036734126092, 23.953223313139688 54.90367666346757, 23.953228520013205 54.8991842797597, 23.94543327700363 54.89918102943989))",0.36177771975704043,#a25c00,0.36298073618000315,0.36057470333407776
"POLYGON ((23.906540297885186 54.86321812283915, 23.90652990726146 54.867710528832035, 23.914319071521764 54.86771627272823, 23.914328596264006 54.863223865784214, 23.906540297885186 54.86321812283915))",0.6186915934280084,#619d00,0.6446250944787091,0.5927580923773078
"POLYGON ((23.828485877513305 54.90356463416127, 23.828466780489848 54.90805699596281, 23.836263708718132 54.90806775053291, 23.836281937708787 54.90357538694964, 23.828485877513305 54.90356463416127))",0.38971305375145715,#9b6300,0.38015417266163154,0.39927193484128276
"POLYGON ((23.937658851600595 54.885700111366056, 23.93765191488735 54.890192503945, 23.945445421312424 54.890196253071025, 23.945451490938105 54.885703859871086, 23.937658851600595 54.885700111366056))",1.8504835979609215,#00ff00,2.6825395569652803,1.0184276389565627
"POLYGON ((23.976632460592047 54.867744243026564, 23.976629862208956 54.87223665125782, 23.98441990773858 54.872237900139496, 23.984421639994128 54.86774549170141, 23.976632460592047 54.867744243026564))",0.4593224709255933,#897500,0.44197854399549386,0.47666639785569276
"POLYGON ((23.89086663666395 54.899144275856614, 23.89085448732642 54.90363665293617, 23.89865058127179 54.90364340470829, 23.898661862804826 54.8991510265102, 23.89086663666395 54.899144275856614))",1.0324549601408608,#00ff00,0.8529961237891337,1.211913796492588
"POLYGON ((23.836245474663098 54.91256011076961, 23.836227235541767 54.91705246765992, 23.844025905627383 54.91706272542118, 23.8440432762316 54.91257036683125, 23.836245474663098 54.91256011076961))",1.55704337817193,#00ff00,1.012136635185557,2.101950121158303
"POLYGON ((23.86752521310282 54.88564388386634, 23.86751047264516 54.89013626713045, 23.875303953063987 54.890144515187664, 23.87531782644391 54.88565213055739, 23.86752521310282 54.88564388386634))",0.5228641859076184,#798500,0.569061973959544,0.47666639785569276
"POLYGON ((23.953171164760086 54.94860031671112, 23.953165941945624 54.953092663656186, 23.960971616068957 54.953095419402224, 23.96097596841518 54.94860307200035, 23.953171164760086 54.94860031671112))",0.4758088472655911,#857900,0.43625406516828436,0.5153636293628978
"POLYGON ((23.89085448732642 54.90363665293617, 23.890842334613883 54.908129026671226, 23.898639296604816 54.90813577956212, 23.89865058127179 54.90364340470829, 23.89085448732642 54.90363665293617))",0.6853241589296302,#50ae00,0.6617985309603375,0.7088497868989228
"POLYGON ((23.95330126467195 54.836290556723625, 23.95329607799131 54.8407829872541, 23.961080062794558 54.840785731610225, 23.961084385029253 54.83629330062547, 23.95330126467195 54.836290556723625))",0.5119876761359204,#7c8200,0.5473089544161481,0.47666639785569276
